"FIN","","ALL","1997","3.35"
"FIN","","ALL","1998","3.63"
"FIN","","ALL","1999","2.71"
"FIN","","ALL","2000","3.94"
"FIN","","ALL","2001","3.06"
"FIN","","ALL","2002","2.46"
"FIN","","ALL","2003","2.55"
"FIN","","ALL","2004","2.08"
"FIN","","ALL","2005","2.74"
"FIN","","ALL","2006","2.43"
"FIN","","ALL","2007","3.52"
"FIN","","ALL","2008","4.07"
"FIN","","ALL","2009","3.73"
"FIN","","ALL","2010","3.88"
"FIN","","ALL","2011","3.34"
"GBR","","ALL","1980","7.21"
"GBR","","ALL","1981","6.76"
"GBR","","ALL","1982","6.33"
"GBR","","ALL","1983","5.91"
"GBR","","ALL","1984","5.2"
"GBR","","ALL","1985","4.25"
"GBR","","ALL","1986","3.41"
"GBR","","ALL","1987","2.71"
"GBR","","ALL","1988","2.18"
"GBR","","ALL","1989","2.27"
"GBR","","ALL","1990","2.38"
"GBR","","ALL","1991","2.51"
"GBR","","ALL","1992","2.43"
"GBR","","ALL","1993","2.46"
"GBR","","ALL","1994","2.54"
"GBR","","ALL","1995","0.47"
"GBR","","ALL","1996","0.48"
"GBR","","ALL","1997","0.5"
"GBR","","ALL","1998","0.48"
"GBR","","ALL","1999","0.7"
"GBR","","ALL","2000","0.93"
"GBR","","ALL","2001","1.83"
"GBR","","ALL","2002","2.8"
"GBR","","ALL","2003","3.63"
"GBR","","ALL","2004","4.89"
"GBR","","ALL","2005","5.78"
"GBR","","ALL","2006","5.75"
"GBR","","ALL","2007","6.57"
"GBR","","ALL","2008","5.39"
"GBR","","ALL","2009","5.2"
"GBR","","ALL","2010","4.68"
"GBR","","ALL","2012","5.21"
"GEO","","ALL","1980","23.64"
"GEO","","ALL","1981","20.74"
"GEO","","ALL","1982","17.48"
"GEO","","ALL","1983","19"
"GEO","","ALL","1984","17.64"
"GEO","","ALL","1985","16.95"
"GEO","","ALL","1986","20.77"
"GEO","","ALL","1987","25.13"
"GEO","","ALL","1988","20.87"
"GEO","","ALL","1989","15.22"
"GEO","","ALL","1990","12.43"
"GEO","","ALL","1991","13.28"
"GEO","","ALL","1992","13.5"
"GEO","","ALL","1993","12.71"
"GEO","","ALL","1994","15.63"
"GEO","","ALL","1995","18.52"
"GEO","","ALL","1996","18.8"
"GEO","","ALL","1997","47.09"
"GEO","","ALL","1998","49.14"
"GEO","","ALL","1999","26.41"
"GEO","","ALL","2000","19.76"
"GEO","","ALL","2001","28.66"
"GEO","","ALL","2002","31.35"
"GEO","","ALL","2003","21.07"
"GEO","","ALL","2004","15.77"
"GEO","","ALL","2005","11.67"
"GEO","","ALL","2006","11.03"
"GEO","","ALL","2007","8.18"
"GEO","","ALL","2008","7.89"
"GEO","","ALL","2009","11.4"
"GEO","","ALL","2010","13.4"
"GEO","","ALL","2011","10.93"
"GEO","","ALL","2012","13.85"
"GEO","","ALL","2013","24.63"
"GRC","","ALL","1989","0.27"
"GRC","","ALL","1990","0.07"
"GRC","","ALL","1991","0.09"
"GRC","","ALL","1993","0.21"
"GRC","","ALL","1996","0.63"
"GRC","","ALL","1998","0.07"
"GRC","","ALL","1999","0.03"
"GRC","","ALL","2000","0.06"
"GRC","","ALL","2001","0.03"
"HRV","","ALL","1980","4.67"
"HRV","","ALL","1981","4.15"
"HRV","","ALL","1982","5.18"
"HRV","","ALL","1983","6.26"
"HRV","","ALL","1984","2.9"
"HRV","","ALL","1985","2.74"
"HRV","","ALL","1986","1.74"
"HRV","","ALL","1987","1.65"
"HRV","","ALL","1988","1.39"
"HRV","","ALL","1989","1.68"
"HRV","","ALL","1990","0.61"
"HRV","","ALL","1991","0.38"
"HRV","","ALL","1992","0.31"
"HRV","","ALL","1993","0.5"
"HRV","","ALL","1994","0.33"
"HRV","","ALL","1995","1.05"
"HRV","","ALL","1996","0.36"
"HRV","","ALL","1997","0.44"
